Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,-1712168.93," (1,712,168.93)", 0.00 ,Unnamed: 12,Unnamed: 13
,760090,BAdj Acc For Rev (K),2100022736,BDINUSHA,SA,2018-03-31,2018-03-31,3,38.11, 38.11 ,,,Valuation 3400007010 1 2018
,760090,BAdj Acc For Rev (K),2101838519,BDINUSHA,SA,2023-10-31,2023-10-31,10,37.99, 37.99 ,,,Valuation 3400002060 1 2023
,760090,BAdj Acc For Rev (K),2101838527,BDINUSHA,SA,2023-10-31,2023-11-01,11,-37.99, 37.99 ,,,Valuation 3400002060 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2100093702,BDINUSHA,SA,2017-10-31,2017-11-01,11,37.93, 37.93 ,,,Valuation 3200003347 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100649234,BDINUSHA,SA,2023-04-30,2023-05-01,5,-37.84, 37.84 ,,,Valuation 3400002060 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2100103290,BDINUSHA,SA,2017-11-30,2017-12-01,12,-37.61, 37.61 ,,,Valuation 3300009076 2 2017 Reversal
,760090,BAdj Acc For Rev (K),2100028772,BDINUSHA,SA,2018-04-30,2018-05-01,5,-37.57, 37.57 ,,,Valuation 3400007167 1 2018 Reversal
,760090,BAdj Acc For Rev (K),2100030740,BDINUSHA,SA,2017-03-31,2017-04-01,4,37.48, 37.48 ,,,Valuation 3400005666 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100037759,BDINUSHA,SA,2017-04-30,2017-05-01,5,37.47, 37.47 ,,,Valuation 3400008876 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2101662497,BDINUSHA,SA,2023-09-30,2023-10-01,10,-37.44, 37.44 ,,,Valuation 3400010293 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2101441339,BDINUSHA,SA,2023-08-31,2023-09-01,9,37.37, 37.37 ,,,Valuation 3400006526 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2100084351,BDINUSHA,SA,2018-10-31,2018-11-01,11,37.23, 37.23 ,,,Valuation 3200004298 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100073011,BDINUSHA,SA,2018-09-30,2018-09-30,9,-36.93, 36.93 ,,,Valuation 2100055040 1 2018
,760090,BAdj Acc For Rev (K),2100064312,BDINUSHA,SA,2018-08-31,2018-08-31,8,-36.84, 36.84 ,,,Valuation 3400016494 1 2018
,760090,BAdj Acc For Rev (K),2100066526,BDINUSHA,SA,2019-08-31,2019-08-31,8,-36.83, 36.83 ,,,Valuation 2000023914 1 2018
,760090,BAdj Acc For Rev (K),2100018431,BDINUSHA,SA,2020-04-30,2020-04-30,4,36.73, 36.73 ,,,Valuation 3300008096 5 2019
,760090,BAdj Acc For Rev (K),2100818845,BDINUSHA,SA,2023-05-31,2023-05-31,5,36.68, 36.68 ,,,Valuation 3400004928 1 2023
,760090,BAdj Acc For Rev (K),2100073020,BDINUSHA,SA,2018-09-30,2018-10-01,10,36.62, 36.62 ,,,Valuation 2100045734 19 2018 Reversal
,760090,BAdj Acc For Rev (K),2101330078,BDINUSHA,SA,2021-05-31,2021-06-01,6,-36.60, 36.60 ,,,Valuation 3300001795 3 2021 Reversal
,760090,BAdj Acc For Rev (K),2100103302,BDINUSHA,SA,2017-11-30,2017-12-01,12,36.44, 36.44 ,,,Valuation 3400028525 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100077243,BDINUSHA,SA,2016-08-31,2016-08-31,8,36.37, 36.37 ,,,Valuation 3400016666 1 2016
,760090,BAdj Acc For Rev (K),2101874564,BDINUSHA,SA,2021-07-31,2021-07-31,7,-36.33, 36.33 ,,,Valuation 3400013043 1 2021
